,carat,cut,depth,table,x,y,z,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,price
4227,1.2,5,61.9,56.0,6.85,6.82,4.23,0,0,0,0,1,0,0,0,0,0,0,0,0,3570
4229,1.2,4,60.2,61.0,6.91,6.87,4.15,1,0,0,0,0,0,0,0,0,0,0,0,0,3572
4231,1.2,4,62.1,58.0,6.72,6.65,4.15,0,0,0,1,0,0,0,0,1,0,0,0,0,3573
4232,1.2,3,63.5,57.0,6.55,6.53,4.15,0,0,0,0,1,0,0,1,0,0,0,0,0,3573
4236,1.2,4,61.2,58.0,6.8,6.74,4.14,0,0,1,0,0,0,0,0,0,0,0,0,0,3574
4238,1.2,1,65.1,59.0,6.3,6.23,4.08,1,0,0,0,0,0,0,0,1,0,0,0,0,3575
4260,1.2,2,64.3,59.0,6.27,6.21,4.01,0,0,0,0,0,1,0,0,0,0,1,0,0,3580
4266,1.2,2,64.0,60.0,6.38,6.33,4.07,0,1,0,0,0,0,0,0,1,0,0,0,0,3581
4268,1.2,4,62.2,52.0,6.47,6.43,4.01,0,0,0,1,0,0,0,1,0,0,0,0,0,3581
4273,1.2,1,68.6,58.0,6.18,6.04,4.19,0,0,0,1,0,0,0,1,0,0,0,0,0,3583
4279,1.2,2,63.9,55.0,6.41,6.34,4.07,0,0,0,1,0,0,0,0,1,0,0,0,0,3584
4281,1.2,1,64.8,59.0,6.23,6.14,4.01,0,0,0,0,1,0,0,1,0,0,0,0,0,3584
4295,1.2,4,61.9,58.0,6.63,6.66,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,3589
4300,1.2,3,63.1,59.0,6.51,6.46,4.09,0,1,0,0,0,0,0,0,1,0,0,0,0,3590
4304,1.2,3,63.4,57.0,6.39,6.32,4.03,0,0,0,1,0,0,0,0,1,0,0,0,0,3592
4307,1.2,1,71.6,57.0,5.94,5.8,4.2,0,0,0,1,0,0,0,0,0,0,1,0,0,3593
4313,1.2,5,60.8,57.0,6.62,6.6,4.02,0,0,1,0,0,0,0,0,1,0,0,0,0,3595
4324,1.2,2,63.8,57.0,6.36,6.31,4.04,0,1,0,0,0,0,0,0,1,0,0,0,0,3597
4325,1.2,1,68.7,58.0,6.14,6.0,4.19,0,0,0,0,1,0,0,0,0,0,1,0,0,3597
4326,1.2,1,67.3,62.0,6.09,6.03,4.08,0,1,0,0,0,0,0,0,1,0,0,0,0,3597
4327,1.2,1,66.7,64.0,6.14,6.05,4.06,0,1,0,0,0,0,0,0,1,0,0,0,0,3597
4331,1.2,4,62.6,60.0,6.42,6.39,4.01,0,0,0,0,0,1,0,0,1,0,0,0,0,3599
4337,1.2,3,63.4,56.0,6.42,6.36,4.05,0,0,0,0,0,1,0,0,1,0,0,0,0,3599
4338,1.5,4,61.1,59.0,7.37,7.26,4.47,0,0,0,1,0,0,0,0,0,0,0,0,0,3599
4350,1.2,4,61.3,60.0,6.66,6.59,4.06,0,0,1,0,0,0,0,0,1,0,0,0,0,3601
4353,1.2,5,61.1,56.0,6.71,6.77,4.12,0,0,0,1,0,0,0,0,0,0,0,0,0,3603
4355,1.2,4,62.0,59.0,6.47,6.49,4.02,0,0,0,0,0,1,0,0,1,0,0,0,0,3603
4358,1.2,4,62.9,59.0,6.6,6.53,4.13,0,0,0,0,1,0,0,0,1,0,0,0,0,3604
4362,1.2,4,59.7,62.0,6.8,6.64,4.01,0,0,0,0,1,0,0,0,1,0,0,0,0,3604
4369,1.2,5,62.8,57.0,6.8,6.64,4.22,0,0,0,0,1,0,0,0,1,0,0,0,0,3605
4370,1.2,4,60.4,59.0,6.7,6.64,4.03,0,0,0,1,0,0,0,0,1,0,0,0,0,3605
4372,1.2,5,62.0,55.0,6.76,6.69,4.17,0,0,0,1,0,0,0,0,0,0,0,0,0,3606
4374,1.2,4,62.3,56.0,6.69,6.61,4.14,0,1,0,0,0,0,0,0,0,0,0,0,0,3607
4375,1.2,2,63.8,54.0,6.36,6.3,4.04,0,0,0,0,0,0,0,0,1,0,0,0,0,3607
4376,1.2,5,62.2,55.0,6.68,6.63,4.14,0,1,0,0,0,0,0,0,0,0,0,0,0,3607
4378,1.2,5,62.1,55.0,6.57,6.54,4.07,0,1,0,0,0,0,0,0,0,0,0,0,0,3609
4417,1.2,2,63.9,58.0,6.37,6.31,4.05,1,0,0,0,0,0,0,0,1,0,0,0,0,3611
4418,1.2,4,62.4,58.0,6.49,6.4,4.02,0,0,0,1,0,0,0,0,1,0,0,0,0,3611
4425,1.2,5,62.8,57.0,6.7,6.65,4.19,0,0,1,0,0,0,0,0,1,0,0,0,0,3613
4428,1.2,5,61.0,56.0,6.66,6.62,4.05,0,0,1,0,0,0,0,0,0,0,0,0,0,3614
4432,1.2,1,66.0,60.0,6.3,6.22,4.13,0,1,0,0,0,0,0,0,1,0,0,0,0,3615
4436,1.2,5,62.5,55.0,6.64,6.58,4.13,0,0,0,0,0,1,0,0,0,0,1,0,0,3615
4437,1.2,5,61.6,57.0,6.55,6.51,4.02,0,0,0,0,0,1,0,0,1,0,0,0,0,3616
4442,1.2,1,65.1,57.0,6.43,6.36,4.16,0,0,0,1,0,0,0,1,0,0,0,0,0,3617
4455,1.2,3,63.3,54.0,6.42,6.34,4.04,0,0,0,0,0,1,0,0,0,0,1,0,0,3620
4474,1.2,5,61.3,56.9,6.62,6.68,4.08,0,1,0,0,0,0,0,0,0,0,0,0,0,3623
4488,1.2,2,63.6,58.0,6.31,6.37,4.03,0,0,1,0,0,0,0,0,1,0,0,0,0,3626
4489,1.2,2,63.7,58.0,6.31,6.35,4.03,0,0,1,0,0,0,0,0,1,0,0,0,0,3626
4501,1.2,5,62.0,57.0,6.65,6.55,4.06,0,0,0,1,0,0,0,0,1,0,0,0,0,3629
4505,1.2,1,67.7,57.0,6.0,6.15,4.11,0,0,1,0,0,0,0,1,0,0,0,0,0,3631
4511,1.2,1,65.3,62.0,6.33,6.25,4.11,0,0,1,0,0,0,0,0,1,0,0,0,0,3633
4512,1.2,1,66.6,58.0,6.21,6.14,4.11,0,1,0,0,0,0,0,0,1,0,0,0,0,3633
4513,1.2,2,64.2,61.0,6.3,6.21,4.02,0,1,0,0,0,0,0,0,1,0,0,0,0,3633
4516,1.2,1,65.2,56.0,6.27,6.21,4.07,0,0,0,0,0,0,0,0,1,0,0,0,0,3634
4517,1.2,2,64.0,59.0,6.29,6.24,4.01,0,0,0,0,0,0,0,0,1,0,0,0,0,3634
4521,1.2,4,62.8,58.0,6.48,6.41,4.05,0,0,0,0,0,1,0,0,1,0,0,0,0,3634
4522,1.2,2,63.9,56.0,6.32,6.27,4.02,0,0,0,0,0,0,0,0,1,0,0,0,0,3634
4528,1.2,5,62.9,57.0,6.55,6.52,4.11,0,0,0,0,0,1,0,0,0,0,1,0,0,3638
4530,1.2,2,62.2,61.0,6.41,6.48,4.01,0,0,0,0,0,1,0,0,1,0,0,0,0,3639
4533,1.2,2,63.9,58.0,6.64,6.6,4.23,0,0,0,0,1,0,0,1,0,0,0,0,0,3639
4536,1.2,3,63.1,57.0,6.41,6.43,4.05,0,0,0,0,0,1,0,0,1,0,0,0,0,3640
4537,1.2,1,65.1,58.0,6.27,6.15,4.05,0,0,0,1,0,0,0,0,1,0,0,0,0,3640
4539,1.2,2,64.1,61.0,6.36,6.27,4.05,0,0,0,1,0,0,0,0,1,0,0,0,0,3640
4543,1.2,3,63.3,54.0,6.39,6.34,4.03,0,0,0,0,1,0,0,1,0,0,0,0,0,3640
4546,1.2,2,63.8,57.0,6.32,6.28,4.02,0,0,0,1,0,0,0,0,1,0,0,0,0,3640
4556,1.2,4,61.8,59.0,6.74,6.78,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,3644
4565,1.2,2,63.7,57.0,6.59,6.56,4.19,0,0,1,0,0,0,0,0,1,0,0,0,0,3644
4591,1.2,4,61.9,58.0,6.66,6.63,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,3655
4592,1.2,3,63.5,59.0,6.52,6.46,4.12,0,0,1,0,0,0,0,0,1,0,0,0,0,3655
4598,1.2,2,64.0,57.0,6.41,6.37,4.09,0,0,0,1,0,0,0,0,1,0,0,0,0,3656
4599,1.2,5,62.9,57.0,6.41,6.37,4.02,0,0,0,0,1,0,0,1,0,0,0,0,0,3656
4601,1.2,1,68.8,56.0,6.11,5.98,4.16,0,0,0,1,0,0,0,0,0,0,1,0,0,3658
4607,1.2,4,62.7,60.0,6.57,6.51,4.1,0,0,0,0,1,0,0,1,0,0,0,0,0,3662
4615,1.22,3,61.6,56.0,6.8,6.87,4.21,0,0,0,1,0,0,0,0,0,0,0,0,0,3663
4624,1.2,5,61.5,57.0,6.79,6.83,4.19,0,0,0,1,0,0,0,0,0,0,0,0,0,3665
4625,1.27,3,60.2,62.0,7.0,7.05,4.23,0,0,0,0,1,0,0,0,0,0,0,0,0,3665
4627,1.2,2,63.6,54.0,6.44,6.36,4.07,0,0,0,0,0,1,0,1,0,0,0,0,0,3665
4633,1.2,4,62.2,60.0,6.47,6.45,4.02,0,1,0,0,0,0,0,0,1,0,0,0,0,3668
4635,1.2,3,63.1,57.0,6.42,6.38,4.04,0,1,0,0,0,0,0,0,1,0,0,0,0,3668
4642,1.2,4,62.0,59.0,6.49,6.47,4.02,0,0,0,0,0,1,0,0,1,0,0,0,0,3669
4653,1.2,4,61.2,58.0,6.72,6.68,4.1,0,0,0,0,1,0,0,0,1,0,0,0,0,3669
4654,1.2,1,66.7,57.0,6.07,5.99,4.02,0,1,0,0,0,0,0,1,0,0,0,0,0,3669
4655,1.2,5,62.0,57.0,6.53,6.43,4.02,0,0,0,1,0,0,0,0,1,0,0,0,0,3669
4658,1.2,1,64.6,57.0,6.5,6.47,4.19,0,0,0,0,1,0,0,0,1,0,0,0,0,3669
4659,1.2,4,62.8,58.0,6.71,6.69,4.21,0,0,0,1,0,0,0,0,0,0,0,0,0,3669
4660,1.2,5,61.1,56.0,6.77,6.71,4.12,0,0,0,1,0,0,0,0,0,0,0,0,0,3669
4666,1.2,5,60.6,57.0,6.79,6.77,4.11,0,0,0,1,0,0,0,0,1,0,0,0,0,3670
4668,1.2,1,66.1,56.0,6.26,6.2,4.12,0,0,1,0,0,0,0,1,0,0,0,0,0,3671
4676,1.2,4,61.3,60.0,6.52,6.59,4.02,0,0,0,0,0,1,0,0,1,0,0,0,0,3672
4677,1.2,4,61.1,59.0,6.54,6.61,4.02,0,1,0,0,0,0,0,0,1,0,0,0,0,3672
4688,1.2,3,63.3,58.0,6.4,6.31,4.02,1,0,0,0,0,0,0,0,1,0,0,0,0,3674
4690,1.2,4,62.3,58.0,6.5,6.4,4.03,0,0,0,0,0,0,0,0,1,0,0,0,0,3675
4695,1.2,1,67.1,59.0,6.16,6.09,4.11,0,0,0,1,0,0,0,0,0,1,0,0,0,3676
4697,1.2,3,63.2,55.0,6.4,6.32,4.02,0,0,0,0,1,0,0,1,0,0,0,0,0,3676
4701,1.2,5,62.2,55.0,6.65,6.69,4.15,0,0,0,1,0,0,0,0,0,0,0,0,0,3678
4702,1.2,5,61.8,56.0,6.61,6.65,4.1,0,1,0,0,0,0,0,0,0,0,0,0,0,3678
4752,1.2,4,62.5,58.0,6.4,6.47,4.02,0,1,0,0,0,0,0,0,1,0,0,0,0,3686
4753,1.21,5,61.3,57.0,6.94,6.89,4.24,0,0,0,0,1,0,0,0,0,0,0,0,0,3686
4755,1.2,5,62.4,57.0,6.69,6.62,4.15,0,0,0,0,1,0,0,0,1,0,0,0,0,3688
4771,1.2,5,61.3,57.0,6.68,6.62,4.08,0,1,0,0,0,0,0,0,0,0,0,0,0,3690
4776,1.2,4,61.3,59.0,6.69,6.63,4.09,0,0,0,0,1,0,0,0,1,0,0,0,0,3692
4777,1.2,3,63.3,59.0,6.35,6.32,4.01,0,1,0,0,0,0,0,0,1,0,0,0,0,3692
4779,1.23,1,67.4,56.0,6.76,6.56,4.49,1,0,0,0,0,0,0,0,0,0,0,0,0,3692
4782,1.21,4,59.0,60.0,6.93,6.88,4.07,0,0,0,0,0,1,0,0,0,0,1,0,0,3694
4786,1.2,3,58.6,57.0,6.96,7.01,4.09,0,0,0,1,0,0,0,0,0,0,0,0,0,3696
4788,1.2,1,66.5,55.0,6.21,6.19,4.12,1,0,0,0,0,0,0,1,0,0,0,0,0,3696
4792,1.2,4,62.4,59.0,6.55,6.51,4.08,0,0,0,0,1,0,0,0,1,0,0,0,0,3696
4793,1.2,4,61.2,57.0,6.66,6.61,4.06,0,0,0,0,0,1,0,0,0,0,1,0,0,3696
4794,1.5,2,63.7,61.0,7.22,7.1,4.57,0,0,0,0,1,0,0,0,0,0,0,0,0,3696
4795,1.2,1,65.6,57.0,6.73,6.57,4.36,0,0,0,1,0,0,0,0,1,0,0,0,0,3696
4802,1.31,4,59.7,59.0,7.06,7.01,4.2,0,0,0,0,0,1,0,0,1,0,0,0,0,3697
4803,1.2,2,63.6,54.0,6.44,6.36,4.07,0,0,0,0,0,1,0,1,0,0,0,0,0,3699
4807,1.2,1,66.1,62.0,6.1,6.03,4.01,0,0,1,0,0,0,0,1,0,0,0,0,0,3700
4808,1.2,3,63.4,57.0,6.51,6.47,4.12,0,0,1,0,0,0,0,0,1,0,0,0,0,3700
4859,1.2,4,61.8,59.0,6.78,6.74,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,3711
4869,1.2,2,64.3,60.0,6.36,6.25,4.06,0,0,0,1,0,0,0,0,1,0,0,0,0,3713
4872,1.2,3,63.4,63.0,6.36,6.32,4.02,0,0,0,1,0,0,0,0,1,0,0,0,0,3713
4906,1.2,4,62.4,59.0,6.6,6.54,4.1,0,1,0,0,0,0,0,0,1,0,0,0,0,3723
4913,1.25,4,58.0,59.0,7.12,7.05,4.11,0,1,0,0,0,0,0,0,0,0,0,0,0,3724
4920,1.21,2,63.3,63.0,6.67,6.72,4.24,1,0,0,0,0,0,0,0,0,0,0,0,0,3726
4922,1.2,4,59.6,59.0,6.74,6.72,4.01,0,0,0,0,0,1,0,0,1,0,0,0,0,3726
4925,1.2,3,63.5,56.0,6.53,6.48,4.13,1,0,0,0,0,0,0,0,1,0,0,0,0,3726
4926,1.2,5,62.0,55.0,6.66,6.7,4.14,1,0,0,0,0,0,0,0,0,0,0,0,0,3729
4929,1.2,3,63.2,59.0,6.55,6.46,4.11,0,0,0,0,0,1,0,0,0,0,1,0,0,3730
4936,1.2,1,64.4,58.0,6.55,6.5,4.2,0,0,0,1,0,0,0,0,1,0,0,0,0,3730
4944,1.2,5,61.5,57.0,6.83,6.79,4.19,0,0,0,1,0,0,0,0,0,0,0,0,0,3732
4945,1.27,4,60.2,62.0,7.05,7.0,4.23,0,0,0,0,1,0,0,0,0,0,0,0,0,3732
4948,1.2,2,63.8,60.0,6.63,6.56,4.21,0,0,0,0,0,1,0,0,1,0,0,0,0,3733
4949,1.2,2,64.3,55.0,6.34,6.31,4.07,0,0,1,0,0,0,0,1,0,0,0,0,0,3733
4953,1.2,1,65.2,56.0,6.23,6.19,4.05,0,0,0,1,0,0,0,0,0,0,1,0,0,3733
4969,1.2,4,62.1,60.0,6.74,6.66,4.16,0,0,0,0,1,0,0,0,1,0,0,0,0,3734
4970,1.51,1,67.8,59.0,7.09,7.0,4.78,0,1,0,0,0,0,0,0,0,0,0,0,0,3734
4971,1.51,1,67.5,56.0,7.17,7.05,4.8,0,1,0,0,0,0,0,0,0,0,0,0,0,3734
4973,1.2,2,60.0,65.0,6.8,6.75,4.06,0,0,0,0,1,0,0,0,1,0,0,0,0,3735
4974,1.2,4,59.6,59.0,6.82,6.78,4.05,0,0,0,1,0,0,0,0,1,0,0,0,0,3735
4979,1.2,2,63.9,58.0,6.37,6.31,4.05,1,0,0,0,0,0,0,0,1,0,0,0,0,3737
4982,1.2,5,62.3,57.0,6.48,6.43,4.02,0,0,0,0,0,1,0,1,0,0,0,0,0,3738
4985,1.2,3,63.4,56.0,6.69,6.56,4.2,0,0,1,0,0,0,0,0,1,0,0,0,0,3739
4990,1.2,4,61.3,60.0,6.59,6.52,4.02,0,0,0,0,0,1,0,0,1,0,0,0,0,3740
4998,1.2,2,63.2,59.0,6.4,6.57,4.1,0,0,0,0,0,1,0,0,1,0,0,0,0,3742
4999,1.2,3,62.3,59.0,6.42,6.46,4.01,0,0,0,0,1,0,0,0,1,0,0,0,0,3742
5001,1.2,3,63.4,59.0,6.59,6.54,4.16,0,0,0,0,0,0,0,0,1,0,0,0,0,3742
5006,1.2,1,66.4,56.0,6.31,6.19,4.15,0,0,0,0,0,0,0,0,1,0,0,0,0,3743
5010,1.2,3,63.3,56.0,6.38,6.42,4.05,0,0,0,0,0,1,0,0,1,0,0,0,0,3745
5011,1.2,5,62.2,55.0,6.69,6.65,4.15,0,0,0,1,0,0,0,0,0,0,0,0,0,3745
5013,1.2,5,61.8,56.0,6.65,6.61,4.1,0,1,0,0,0,0,0,0,0,0,0,0,0,3745
5014,1.52,1,67.7,58.0,7.07,7.0,4.76,0,0,0,0,1,0,0,0,0,0,0,0,0,3745
5019,1.2,4,61.2,58.0,6.77,6.66,4.11,0,0,1,0,0,0,0,0,0,0,0,0,0,3746
5029,1.2,3,62.9,56.0,6.35,6.4,4.01,0,0,0,0,0,1,0,1,0,0,0,0,0,3749
5031,1.2,5,61.9,56.0,6.53,6.49,4.03,0,1,0,0,0,0,0,0,1,0,0,0,0,3749
5033,1.2,1,66.3,57.0,6.35,6.25,4.18,0,0,0,1,0,0,0,0,1,0,0,0,0,3749
5034,1.2,4,62.7,62.0,6.43,6.38,4.02,0,0,0,1,0,0,0,0,1,0,0,0,0,3749
5039,1.2,4,60.1,59.0,6.75,6.69,4.04,0,0,0,0,1,0,0,0,1,0,0,0,0,3750
5078,1.25,4,59.8,58.0,7.02,6.96,4.18,0,0,0,0,0,1,0,0,0,0,1,0,0,3751
5088,1.2,3,62.0,58.0,6.45,6.53,4.04,0,0,0,0,0,1,0,0,1,0,0,0,0,3754
5089,1.2,1,65.5,59.0,6.27,6.24,4.1,0,1,0,0,0,0,0,0,1,0,0,0,0,3754
5090,1.2,4,62.5,58.0,6.47,6.4,4.02,0,1,0,0,0,0,0,0,1,0,0,0,0,3754
5093,1.2,5,61.7,57.0,6.67,6.7,4.13,0,1,0,0,0,0,0,0,0,0,0,0,0,3755
5094,1.2,3,63.0,60.0,6.35,6.39,4.01,0,0,1,0,0,0,0,0,1,0,0,0,0,3755
5095,1.2,3,62.9,59.0,6.34,6.41,4.01,0,0,0,0,0,1,0,0,1,0,0,0,0,3755
5130,1.2,1,64.6,54.0,6.33,6.27,4.07,1,0,0,0,0,0,0,0,1,0,0,0,0,3763
5132,1.2,1,65.3,55.0,6.34,6.25,4.11,0,0,0,0,1,0,0,0,0,1,0,0,0,3763
5135,1.2,2,64.0,53.0,6.34,6.28,4.04,0,0,0,0,1,0,0,0,0,1,0,0,0,3763
5136,1.2,5,58.6,57.0,7.01,6.96,4.09,0,0,0,1,0,0,0,0,0,0,0,0,0,3763
5137,1.2,5,61.4,56.0,6.69,6.66,4.1,0,0,0,1,0,0,0,0,1,0,0,0,0,3763
5139,1.2,1,69.0,56.0,6.01,5.94,4.12,1,0,0,0,0,0,0,0,1,0,0,0,0,3763
5140,1.2,3,63.2,56.0,6.4,6.32,4.02,1,0,0,0,0,0,0,0,1,0,0,0,0,3763
5142,1.22,1,64.7,61.0,6.75,6.68,4.34,0,0,1,0,0,0,0,0,1,0,0,0,0,3763
5143,1.2,3,63.5,56.0,6.37,6.3,4.02,1,0,0,0,0,0,0,0,1,0,0,0,0,3763
5145,1.51,1,65.6,61.0,7.16,7.0,4.66,0,0,0,1,0,0,0,0,0,0,0,0,0,3765
5146,1.2,1,65.6,58.0,6.3,6.26,4.12,0,0,1,0,0,0,0,0,1,0,0,0,0,3765
5152,1.2,2,64.0,56.0,6.25,6.32,4.02,0,1,0,0,0,0,0,0,1,0,0,0,0,3768
5153,1.2,2,63.1,58.0,6.34,6.38,4.01,0,1,0,0,0,0,0,0,1,0,0,0,0,3768
5156,1.2,3,63.4,57.0,6.37,6.4,4.05,0,0,0,0,1,0,0,0,1,0,0,0,0,3769
5174,1.2,4,62.0,57.0,6.53,6.47,4.03,0,0,0,0,1,0,0,0,1,0,0,0,0,3774
5175,1.2,4,62.0,57.0,6.53,6.47,4.03,0,0,0,0,1,0,0,0,1,0,0,0,0,3774
5177,1.29,3,58.2,61.0,7.11,7.15,4.15,0,1,0,0,0,0,0,0,0,0,0,0,0,3774
5190,1.2,5,60.8,56.0,6.61,6.57,4.01,0,0,0,0,0,1,0,1,0,0,0,0,0,3775
5194,1.2,5,61.4,57.0,6.57,6.63,4.05,0,0,0,0,1,0,0,0,1,0,0,0,0,3777
5202,1.2,3,63.1,58.0,6.39,6.33,4.01,0,0,0,0,0,0,0,0,1,0,0,0,0,3780
5204,1.2,2,63.8,59.0,6.34,6.27,4.02,0,0,0,0,0,1,0,1,0,0,0,0,0,3780
5207,1.2,1,64.7,52.0,6.35,6.3,4.09,0,0,0,0,0,1,0,1,0,0,0,0,0,3780
5215,1.2,1,65.8,58.0,6.32,6.25,4.13,0,0,0,0,0,0,0,0,1,0,0,0,0,3780
5216,1.5,4,62.4,60.0,7.37,7.19,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,3780
5220,1.2,4,61.7,57.0,6.85,6.79,4.21,0,0,0,0,0,1,0,0,1,0,0,0,0,3782
5223,1.2,3,61.6,54.0,6.57,6.59,4.05,0,0,0,0,0,1,0,0,1,0,0,0,0,3783
5229,1.2,2,63.6,56.0,6.37,6.4,4.06,0,0,0,0,1,0,0,0,1,0,0,0,0,3786
5235,1.2,4,62.1,59.0,6.74,6.63,4.15,0,1,0,0,0,0,0,0,1,0,0,0,0,3787
5238,1.2,1,65.3,58.0,6.33,6.22,4.1,0,0,1,0,0,0,0,0,1,0,0,0,0,3787
5244,1.23,5,61.6,55.0,6.91,6.88,4.25,0,0,1,0,0,0,0,0,1,0,0,0,0,3788
5248,1.2,4,63.0,55.0,6.39,6.34,4.01,0,0,0,0,0,1,0,0,0,1,0,0,0,3790
5252,1.24,3,63.1,60.0,6.79,6.74,4.27,0,0,0,0,0,1,0,0,1,0,0,0,0,3791
5257,1.2,4,62.4,59.0,6.7,6.62,4.16,0,0,0,0,0,1,0,1,0,0,0,0,0,3792
5258,1.2,3,62.7,55.0,6.42,6.44,4.03,0,0,0,0,0,1,0,0,1,0,0,0,0,3793
5260,1.2,5,60.3,57.0,6.83,6.93,4.15,0,0,0,1,0,0,0,0,0,0,0,0,0,3794
5261,1.2,3,60.9,63.0,6.59,6.65,4.03,1,0,0,0,0,0,0,0,1,0,0,0,0,3794
5265,1.21,3,63.3,63.0,6.72,6.67,4.24,1,0,0,0,0,0,0,0,0,0,0,0,0,3795
5266,1.2,2,63.7,56.0,6.42,6.35,4.07,0,0,0,0,0,1,0,0,0,0,1,0,0,3795
5275,1.2,5,60.4,56.0,6.78,6.7,4.07,0,0,0,1,0,0,0,0,1,0,0,0,0,3797
5276,1.2,5,62.0,55.0,6.7,6.66,4.14,1,0,0,0,0,0,0,0,0,0,0,0,0,3797
5284,1.2,2,64.1,58.0,6.35,6.26,4.04,0,1,0,0,0,0,0,0,1,0,0,0,0,3799
5289,1.2,5,62.4,55.0,6.76,6.69,4.2,0,0,0,0,1,0,0,0,1,0,0,0,0,3800
5301,1.2,1,64.9,56.0,6.29,6.2,4.07,0,0,0,0,1,0,0,0,0,1,0,0,0,3801
5303,1.2,3,63.4,58.0,6.43,6.34,4.05,1,0,0,0,0,0,0,0,1,0,0,0,0,3801
5304,1.2,1,65.5,57.0,6.19,6.24,4.07,0,0,0,0,1,0,0,0,1,0,0,0,0,3802
5315,1.2,4,62.5,57.0,6.54,6.49,4.07,0,0,1,0,0,0,0,0,1,0,0,0,0,3804
5318,1.2,4,62.7,57.0,6.57,6.53,4.11,0,0,0,0,1,0,0,0,1,0,0,0,0,3805
5332,1.2,3,63.5,59.0,6.37,6.42,4.06,0,0,0,0,0,1,0,0,1,0,0,0,0,3810
5335,1.2,3,63.2,59.0,6.57,6.4,4.1,0,0,0,0,0,1,0,0,1,0,0,0,0,3810
5354,1.2,3,62.2,59.0,6.44,6.51,4.03,1,0,0,0,0,0,0,0,1,0,0,0,0,3816
5355,1.2,3,61.5,62.0,6.73,6.88,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,3816
5358,1.2,1,65.4,59.0,6.3,6.24,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,3816
5400,1.2,5,62.9,56.0,6.4,6.35,4.01,0,0,0,0,0,1,0,1,0,0,0,0,0,3818
5401,1.2,4,62.6,58.0,6.43,6.38,4.01,0,0,0,0,1,0,0,0,1,0,0,0,0,3818
5402,1.2,4,62.6,55.0,6.43,6.38,4.01,0,0,0,0,1,0,0,0,1,0,0,0,0,3818
5403,1.2,3,63.1,54.0,6.39,6.35,4.02,0,0,0,0,1,0,0,0,1,0,0,0,0,3818
5406,1.2,2,63.7,61.0,6.27,6.32,4.01,1,0,0,0,0,0,0,0,1,0,0,0,0,3819
5407,1.2,1,64.8,55.0,6.35,6.28,4.09,0,0,0,1,0,0,0,0,0,0,1,0,0,3819
5409,1.2,2,63.9,57.0,6.32,6.26,4.02,0,0,0,1,0,0,0,0,0,0,1,0,0,3819
5412,1.52,4,61.7,58.0,7.43,7.34,4.56,0,0,1,0,0,0,0,0,0,0,0,0,0,3820
5417,1.2,4,62.7,61.0,6.58,6.49,4.09,0,0,0,0,0,1,0,0,0,1,0,0,0,3822
5418,1.2,4,63.0,57.0,6.47,6.42,4.06,0,0,0,1,0,0,0,0,1,0,0,0,0,3822
5419,1.2,2,63.9,56.0,6.44,6.37,4.09,0,0,0,1,0,0,0,0,1,0,0,0,0,3822
5425,1.2,4,62.0,58.0,6.53,6.45,4.04,0,0,0,0,0,1,0,0,1,0,0,0,0,3823
5426,1.2,4,63.0,60.0,6.39,6.35,4.01,0,0,1,0,0,0,0,0,1,0,0,0,0,3824
5427,1.2,5,61.7,57.0,6.7,6.67,4.13,0,1,0,0,0,0,0,0,0,0,0,0,0,3824
5429,1.2,5,62.7,54.0,6.63,6.57,4.14,0,0,1,0,0,0,0,0,1,0,0,0,0,3825
5442,1.2,4,62.2,61.0,6.72,6.64,4.16,0,0,0,1,0,0,0,0,1,0,0,0,0,3830
5447,1.2,4,60.9,60.0,6.91,6.81,4.18,0,0,0,1,0,0,0,0,1,0,0,0,0,3830
5451,1.2,4,62.6,59.0,6.47,6.51,4.06,0,1,0,0,0,0,0,0,1,0,0,0,0,3831
5455,1.2,4,62.1,58.0,6.5,6.52,4.04,0,0,0,1,0,0,0,0,1,0,0,0,0,3832
5460,1.2,1,68.2,60.0,6.02,5.94,4.08,0,0,1,0,0,0,0,1,0,0,0,0,0,3833
5461,1.2,1,59.2,68.0,6.91,6.84,4.07,0,0,0,0,1,0,0,0,1,0,0,0,0,3833
5462,1.2,1,68.9,56.0,6.16,6.11,4.23,0,0,1,0,0,0,0,1,0,0,0,0,0,3833
5463,1.23,3,61.9,60.6,6.79,6.85,4.22,0,0,0,1,0,0,0,0,0,0,0,0,0,3835
5465,1.2,2,65.2,56.0,6.21,6.27,4.07,0,0,0,0,1,0,0,1,0,0,0,0,0,3836
5470,1.2,1,65.2,57.0,6.33,6.24,4.1,0,1,0,0,0,0,0,0,1,0,0,0,0,3837
5475,1.2,1,65.3,59.0,6.28,6.22,4.08,1,0,0,0,0,0,0,0,1,0,0,0,0,3838
5476,1.2,2,64.3,60.0,6.59,6.56,4.23,0,0,0,0,1,0,0,0,1,0,0,0,0,3838
