,carat,cut,color,clarity,depth,table,price,x,y,z,x/y,density
4300,1.2,3,F,SI2,63.1,59.0,3590,6.51,6.46,4.09,1.0077399380804952,0.006278948788161141
4304,1.2,3,H,SI2,63.4,57.0,3592,6.39,6.32,4.03,1.0110759493670884,0.006205808804167433
4307,1.2,1,H,VS2,71.6,57.0,3593,5.94,5.8,4.2,1.024137931034483,0.0068418171866447735
4313,1.2,5,G,SI2,60.8,57.0,3595,6.62,6.6,4.02,1.0030303030303032,0.006091942557650274
4324,1.2,2,F,SI2,63.8,57.0,3597,6.36,6.31,4.04,1.0079239302694138,0.0062295049287843
4325,1.2,1,I,VS2,68.7,58.0,3597,6.14,6.0,4.19,1.0233333333333332,0.00654316284831005
4326,1.2,1,F,SI2,67.3,62.0,3597,6.09,6.03,4.08,1.0099502487562189,0.0067410353707064875
4327,1.2,1,F,SI2,66.7,64.0,3597,6.14,6.05,4.06,1.0148760330578512,0.006696865773989931
4331,1.2,4,J,SI2,62.6,60.0,3599,6.42,6.39,4.01,1.0046948356807512,0.006200402931360848
4337,1.2,3,J,SI2,63.4,56.0,3599,6.42,6.36,4.05,1.0094339622641508,0.006168122706456137
4338,1.5,4,H,I1,61.1,59.0,3599,7.37,7.26,4.47,1.0151515151515151,0.0062716184255031705
4350,1.2,4,G,SI2,61.3,60.0,3601,6.66,6.59,4.06,1.0106221547799696,0.006117032960212282
4353,1.2,5,H,I1,61.1,56.0,3603,6.71,6.77,4.12,0.9911373707533235,0.006037679264841913
4355,1.2,4,J,SI2,62.0,59.0,3603,6.47,6.49,4.02,0.9969183359013867,0.006161100722349962
4358,1.2,4,I,SI2,62.9,59.0,3604,6.6,6.53,4.13,1.010719754977029,0.0061799579021267715
4362,1.2,4,I,SI2,59.7,62.0,3604,6.8,6.64,4.01,1.0240963855421688,0.006075350249464929
4369,1.2,5,I,SI2,62.8,57.0,3605,6.8,6.64,4.22,1.0240963855421688,0.006087914524000659
4370,1.2,4,H,SI2,60.4,59.0,3605,6.7,6.64,4.03,1.0090361445783134,0.006191203092433435
4372,1.2,5,H,I1,62.0,55.0,3606,6.76,6.69,4.17,1.0104633781763825,0.006098021786884977
4374,1.2,4,F,I1,62.3,56.0,3607,6.69,6.61,4.14,1.0121028744326779,0.006172349723849618
4375,1.2,2,D,SI2,63.8,54.0,3607,6.36,6.3,4.04,1.0095238095238097,0.006362945369110137
4376,1.2,5,F,I1,62.2,55.0,3607,6.68,6.63,4.14,1.0075414781297134,0.0061629424387284635
4378,1.2,5,F,I1,62.1,55.0,3609,6.57,6.54,4.07,1.0045871559633028,0.006061335708187536
4417,1.2,2,E,SI2,63.9,58.0,3611,6.37,6.31,4.05,1.0095087163232965,0.006204368139316446
4418,1.2,4,H,SI2,62.4,58.0,3611,6.49,6.4,4.02,1.0140624999999999,0.006228487761500663
4425,1.2,5,G,SI2,62.8,57.0,3613,6.7,6.65,4.19,1.0075187969924813,0.0061600944262126455
4428,1.2,5,G,I1,61.0,56.0,3614,6.66,6.62,4.05,1.0060422960725075,0.006104347605970076
4432,1.2,1,F,SI2,66.0,60.0,3615,6.3,6.22,4.13,1.0128617363344052,0.006487962234869424
4436,1.2,5,J,VS2,62.5,55.0,3615,6.64,6.58,4.13,1.0091185410334347,0.006040633311966857
4437,1.2,5,J,SI2,61.6,57.0,3616,6.55,6.51,4.02,1.0061443932411673,0.006125491723848134
4442,1.2,1,H,SI1,65.1,57.0,3617,6.43,6.36,4.16,1.011006289308176,0.006054465453949006
4455,1.2,3,J,VS2,63.3,54.0,3620,6.42,6.34,4.04,1.0126182965299684,0.0061420835913008455
4474,1.2,5,F,I1,61.3,56.9,3623,6.62,6.68,4.08,0.9910179640718564,0.006096745552789924
4488,1.2,2,G,SI2,63.6,58.0,3626,6.31,6.37,4.03,0.9905808477237048,0.006235159048196427
4489,1.2,2,G,SI2,63.7,58.0,3626,6.31,6.35,4.03,0.9937007874015747,0.00625479734441122
4501,1.2,5,H,SI2,62.0,57.0,3629,6.65,6.55,4.06,1.015267175572519,0.006107096417763848
4505,1.2,1,G,SI1,67.7,57.0,3631,6.0,6.15,4.11,0.975609756097561,0.006593739903335771
4511,1.2,1,G,SI2,65.3,62.0,3633,6.33,6.25,4.11,1.0128,0.006518990017796536
4512,1.2,1,F,SI2,66.6,58.0,3633,6.21,6.14,4.11,1.011400651465798,0.006508761807994666
4513,1.2,2,F,SI2,64.2,61.0,3633,6.3,6.21,4.02,1.0144927536231885,0.006485477680228564
4516,1.2,1,D,SI2,65.2,56.0,3634,6.27,6.21,4.07,1.0096618357487923,0.00631024831843083
4517,1.2,2,D,SI2,64.0,59.0,3634,6.29,6.24,4.01,1.0080128205128205,0.006353607644498066
4521,1.2,4,J,SI2,62.8,58.0,3634,6.48,6.41,4.05,1.0109204368174727,0.006122787206870075
4522,1.2,2,D,SI2,63.9,56.0,3634,6.32,6.27,4.02,1.0079744816586922,0.006277537674516804
4528,1.2,5,J,VS2,62.9,57.0,3638,6.55,6.52,4.11,1.0046012269938651,0.006380978848992199
4530,1.2,2,J,SI2,62.2,61.0,3639,6.41,6.48,4.01,0.9891975308641975,0.006123824892036966
4533,1.2,2,I,SI1,63.9,58.0,3639,6.64,6.6,4.23,1.006060606060606,0.006149679310407327
4536,1.2,3,J,SI2,63.1,57.0,3640,6.41,6.43,4.05,0.9968895800933126,0.006170398304901727
4537,1.2,1,H,SI2,65.1,58.0,3640,6.27,6.15,4.05,1.019512195121951,0.006403277453531817
4539,1.2,2,H,SI2,64.1,61.0,3640,6.36,6.27,4.05,1.0143540669856461,0.006191848481009539
4543,1.2,3,I,SI1,63.3,54.0,3640,6.39,6.34,4.03,1.0078864353312302,0.006124982297269915
4546,1.2,2,H,SI2,63.8,57.0,3640,6.32,6.28,4.02,1.0063694267515924,0.006267541595417253
4556,1.2,4,D,I1,61.8,59.0,3644,6.74,6.78,4.18,0.9941002949852508,0.006072843888082596
4565,1.2,2,G,SI2,63.7,57.0,3644,6.59,6.56,4.19,1.0045731707317074,0.0064040499742027196
4591,1.2,4,D,I1,61.9,58.0,3655,6.66,6.63,4.11,1.004524886877828,0.006116365068705129
4592,1.2,3,G,SI2,63.5,59.0,3655,6.52,6.46,4.12,1.0092879256965943,0.006166041564513991
4598,1.2,2,H,SI2,64.0,57.0,3656,6.41,6.37,4.09,1.0062794348508635,0.0061077239756423245
4599,1.2,5,I,SI1,62.9,57.0,3656,6.41,6.37,4.02,1.0062794348508635,0.0062140773782032605
4601,1.2,1,H,VS2,68.8,56.0,3658,6.11,5.98,4.16,1.0217391304347825,0.0063159038247850375
4607,1.2,4,I,SI1,62.7,60.0,3662,6.57,6.51,4.1,1.0092165898617513,0.006215789279497072
4615,1.22,3,H,I1,61.6,56.0,3663,6.8,6.87,4.21,0.9898107714701601,0.00620314717180216
4624,1.2,5,H,I1,61.5,57.0,3665,6.79,6.83,4.19,0.9941434846266471,0.006124102634340386
4625,1.27,3,I,I1,60.2,62.0,3665,7.0,7.05,4.23,0.9929078014184397,0.006083817763310746
4627,1.2,2,J,SI1,63.6,54.0,3665,6.44,6.36,4.07,1.0125786163522013,0.006058763236778002
4633,1.2,4,F,SI2,62.2,60.0,3668,6.47,6.45,4.02,1.0031007751937984,0.00613970035758688
4635,1.2,3,F,SI2,63.1,57.0,3668,6.42,6.38,4.04,1.006269592476489,0.006224438106072934
4642,1.2,4,J,SI2,62.0,59.0,3669,6.49,6.47,4.02,1.0030911901081918,0.006161100722349962
4653,1.2,4,I,SI2,61.2,58.0,3669,6.72,6.68,4.1,1.0059880239520957,0.006085390195219319
4654,1.2,1,F,SI1,66.7,57.0,3669,6.07,5.99,4.02,1.013355592654424,0.00684161188211744
4655,1.2,5,H,SI2,62.0,57.0,3669,6.53,6.43,4.02,1.015552099533437,0.006161452886705256
4658,1.2,1,I,SI2,64.6,57.0,3669,6.5,6.47,4.19,1.0046367851622875,0.006356036205571236
4659,1.2,4,H,I1,62.8,58.0,3669,6.71,6.69,4.21,1.0029895366218236,0.006190919086862293
4660,1.2,5,H,I1,61.1,56.0,3669,6.77,6.71,4.12,1.0089418777943369,0.006037679264841913
4666,1.2,5,H,SI2,60.6,57.0,3670,6.79,6.77,4.11,1.0029542097488922,0.00598106026869368
4668,1.2,1,G,SI1,66.1,56.0,3671,6.26,6.2,4.12,1.0096774193548386,0.006316232893640142
4676,1.2,4,J,SI2,61.3,60.0,3672,6.52,6.59,4.02,0.9893778452200304,0.0061368682806213415
4677,1.2,4,F,SI2,61.1,59.0,3672,6.54,6.61,4.02,0.989409984871407,0.00604204615032238
4688,1.2,3,E,SI2,63.3,58.0,3674,6.4,6.31,4.02,1.0142630744849446,0.0062213693813026796
4690,1.2,4,D,SI2,62.3,58.0,3675,6.5,6.4,4.03,1.015625,0.006143825157472799
4695,1.2,1,H,VS1,67.1,59.0,3676,6.16,6.09,4.11,1.0114942528735633,0.006550607032430771
4697,1.2,3,I,SI1,63.2,55.0,3676,6.4,6.32,4.02,1.0126582278481013,0.0062115254424082115
4701,1.2,5,H,I1,62.2,55.0,3678,6.65,6.69,4.15,0.9940209267563528,0.006120439138800049
4702,1.2,5,F,I1,61.8,56.0,3678,6.61,6.65,4.1,0.9939849624060151,0.006103595211785043
4752,1.2,4,F,SI2,62.5,58.0,3686,6.4,6.47,4.02,0.9891808346213293,0.006127592332003046
4753,1.21,5,I,I1,61.3,57.0,3686,6.94,6.89,4.24,1.007256894049347,0.005968164998987088
4755,1.2,5,I,SI2,62.4,57.0,3688,6.69,6.62,4.15,1.0105740181268883,0.006093766637139102
4771,1.2,5,F,I1,61.3,57.0,3690,6.68,6.62,4.08,1.0090634441087614,0.006096745552789924
4776,1.2,4,I,SI2,61.3,59.0,3692,6.69,6.63,4.09,1.009049773755656,0.006118712177780142
4777,1.2,3,F,SI2,63.3,59.0,3692,6.35,6.32,4.01,1.0047468354430378,0.0064003253105152005
4779,1.23,1,E,I1,67.4,56.0,3692,6.76,6.56,4.49,1.0304878048780488,0.006177435721722171
4782,1.21,4,J,VS2,59.0,60.0,3694,6.93,6.88,4.07,1.007267441860465,0.006235471351750422
4786,1.2,3,H,I1,58.6,57.0,3696,6.96,7.01,4.09,0.9928673323823111,0.006013546596146206
4788,1.2,1,E,SI1,66.5,55.0,3696,6.21,6.19,4.12,1.0032310177705976,0.006314231998572882
4792,1.2,4,I,SI2,62.4,59.0,3696,6.55,6.51,4.08,1.0061443932411673,0.006322811485260608
4793,1.2,4,J,VS2,61.2,57.0,3696,6.66,6.61,4.06,1.0075642965204237,0.006154474306177578
4794,1.5,2,I,I1,63.7,61.0,3696,7.22,7.1,4.57,1.0169014084507042,0.006402941186765513
4795,1.2,1,H,SI2,65.6,57.0,3696,6.73,6.57,4.36,1.0243531202435312,0.006224641200788064
4802,1.31,4,J,SI2,59.7,59.0,3697,7.06,7.01,4.2,1.007132667617689,0.006302303102099428
4803,1.2,2,J,SI1,63.6,54.0,3699,6.44,6.36,4.07,1.0125786163522013,0.006058763236778002
4807,1.2,1,G,SI1,66.1,62.0,3700,6.1,6.03,4.01,1.011608623548922,0.006779668830804754
4808,1.2,3,G,SI2,63.4,57.0,3700,6.51,6.47,4.12,1.0061823802163834,0.006454097730852186
4859,1.2,4,D,I1,61.8,59.0,3711,6.78,6.74,4.18,1.0059347181008902,0.006072843888082596
4869,1.2,2,H,SI2,64.3,60.0,3713,6.36,6.25,4.06,1.0176,0.006320289989776002
4872,1.2,3,H,SI2,63.4,63.0,3713,6.36,6.32,4.02,1.0063291139240507,0.006312478686101377
4906,1.2,4,F,SI2,62.4,59.0,3723,6.6,6.54,4.1,1.0091743119266054,0.006328670459348465
4913,1.25,4,F,I1,58.0,59.0,3724,7.12,7.05,4.11,1.0099290780141845,0.006058973883205086
4920,1.21,2,E,I1,63.3,63.0,3726,6.67,6.72,4.24,0.9925595238095238,0.006366846900000134
4922,1.2,4,J,SI2,59.6,59.0,3726,6.74,6.72,4.01,1.0029761904761905,0.0060564640398438705
4925,1.2,3,E,SI2,63.5,56.0,3726,6.53,6.48,4.13,1.007716049382716,0.006179957902126771
4926,1.2,5,E,I1,62.0,55.0,3729,6.66,6.7,4.14,0.9940298507462687,0.006116867462314142
4929,1.2,3,J,VS2,63.2,59.0,3730,6.55,6.46,4.11,1.0139318885448916,0.006382742719748776
4936,1.2,1,H,SI2,64.4,58.0,3730,6.55,6.5,4.2,1.0076923076923077,0.006207532925090178
4944,1.2,5,H,I1,61.5,57.0,3732,6.83,6.79,4.19,1.0058910162002945,0.006124102634340386
4945,1.27,4,I,I1,60.2,62.0,3732,7.05,7.0,4.23,1.0071428571428571,0.006083817763310746
4948,1.2,2,J,SI2,63.8,60.0,3733,6.63,6.56,4.21,1.0106707317073171,0.006280560113239701
4949,1.2,2,G,SI1,64.3,55.0,3733,6.34,6.31,4.07,1.0047543581616483,0.0062030937862700575
4953,1.2,1,H,VS2,65.2,56.0,3733,6.23,6.19,4.05,1.0064620355411955,0.006466773573318502
4969,1.2,4,I,SI2,62.1,60.0,3734,6.74,6.66,4.16,1.012012012012012,0.006051332089907757
4970,1.51,1,F,I1,67.8,59.0,3734,7.09,7.0,4.78,1.012857142857143,0.006365093322384811
4971,1.51,1,F,I1,67.5,56.0,3734,7.17,7.05,4.8,1.0170212765957447,0.006223396012410524
4973,1.2,2,I,SI2,60.0,65.0,3735,6.8,6.75,4.06,1.0074074074074073,0.006117389484529444
4974,1.2,4,H,SI2,59.6,59.0,3735,6.82,6.78,4.05,1.0058997050147493,0.006140853668369765
4979,1.2,2,E,SI2,63.9,58.0,3737,6.37,6.31,4.05,1.0095087163232965,0.006204368139316446
4982,1.2,5,J,SI1,62.3,57.0,3738,6.48,6.43,4.02,1.0077760497667185,0.006149293086819039
4985,1.2,3,G,SI2,63.4,56.0,3739,6.69,6.56,4.2,1.019817073170732,0.006456062318470717
4990,1.2,4,J,SI2,61.3,60.0,3740,6.59,6.52,4.02,1.0107361963190185,0.0061368682806213415
4998,1.2,2,J,SI2,63.2,59.0,3742,6.4,6.57,4.1,0.9741248097412482,0.0062646174406949555
4999,1.2,3,I,SI2,62.3,59.0,3742,6.42,6.46,4.01,0.9938080495356038,0.006313604605713229
5001,1.2,3,D,SI2,63.4,59.0,3742,6.59,6.54,4.16,1.007645259938838,0.006079529979378235
5006,1.2,1,D,SI2,66.4,56.0,3743,6.31,6.19,4.15,1.0193861066235863,0.006354320553941286
5010,1.2,3,J,SI2,63.3,56.0,3745,6.38,6.42,4.05,0.9937694704049844,0.006148786898598909
5011,1.2,5,H,I1,62.2,55.0,3745,6.69,6.65,4.15,1.006015037593985,0.006120439138800049
5013,1.2,5,F,I1,61.8,56.0,3745,6.65,6.61,4.1,1.006051437216339,0.006103595211785043
5014,1.52,1,I,I1,67.7,58.0,3745,7.07,7.0,4.76,1.01,0.006452368783439826
5019,1.2,4,G,I1,61.2,58.0,3746,6.77,6.66,4.11,1.0165165165165164,0.006097807691355869
5029,1.2,3,J,SI1,62.9,56.0,3749,6.35,6.4,4.01,0.9921874999999999,0.006197596559781649
5031,1.2,5,F,SI2,61.9,56.0,3749,6.53,6.49,4.03,1.0061633281972264,0.0060307913116626225
5033,1.2,1,H,SI2,66.3,57.0,3749,6.35,6.25,4.18,1.016,0.006208793278830577
5034,1.2,4,H,SI2,62.7,62.0,3749,6.43,6.38,4.02,1.0078369905956113,0.006245676991001157
5039,1.2,4,I,SI2,60.1,59.0,3750,6.75,6.69,4.04,1.0089686098654709,0.005919874498660628
5078,1.25,4,J,VS2,59.8,58.0,3751,7.02,6.96,4.18,1.0086206896551724,0.006120506725467404
5088,1.2,3,J,SI2,62.0,58.0,3754,6.45,6.53,4.04,0.9877488514548238,0.006229477251653367
5089,1.2,1,F,SI2,65.5,59.0,3754,6.27,6.24,4.1,1.0048076923076923,0.006358639221283637
5090,1.2,4,F,SI2,62.5,58.0,3754,6.47,6.4,4.02,1.0109374999999998,0.006127592332003046
5093,1.2,5,F,I1,61.7,57.0,3755,6.67,6.7,4.13,0.9955223880597015,0.006176666644813547
5094,1.2,3,G,SI2,63.0,60.0,3755,6.35,6.39,4.01,0.9937402190923318,0.00633021220069735
5095,1.2,3,J,SI2,62.9,59.0,3755,6.34,6.41,4.01,0.9890795631825272,0.006259051309211286
5130,1.2,1,E,SI2,64.6,54.0,3763,6.33,6.27,4.07,1.0095693779904307,0.006190622757891857
5132,1.2,1,I,VS1,65.3,55.0,3763,6.34,6.25,4.11,1.0144,0.006140290282223092
5135,1.2,2,I,VS1,64.0,53.0,3763,6.34,6.28,4.04,1.0095541401273884,0.0062168406155249135
5136,1.2,5,H,I1,58.6,57.0,3763,7.01,6.96,4.09,1.007183908045977,0.006013546596146206
5137,1.2,5,H,SI2,61.4,56.0,3763,6.69,6.66,4.1,1.0045045045045045,0.006131035333704043
5139,1.2,1,E,SI2,69.0,56.0,3763,6.01,5.94,4.12,1.0117845117845117,0.006798950307342468
5140,1.2,3,E,SI2,63.2,56.0,3763,6.4,6.32,4.02,1.0126582278481013,0.00615002519050318
5142,1.22,1,G,SI2,64.7,61.0,3763,6.75,6.68,4.34,1.0104790419161678,0.00623433113292105
5143,1.2,3,E,SI2,63.5,56.0,3763,6.37,6.3,4.02,1.011111111111111,0.0061986050411271245
5145,1.51,1,H,I1,65.6,61.0,3765,7.16,7.0,4.66,1.022857142857143,0.00646517028659115
5146,1.2,1,G,SI2,65.6,58.0,3765,6.3,6.26,4.12,1.0063897763578276,0.006339063847051068
5152,1.2,2,F,SI2,64.0,56.0,3768,6.25,6.32,4.02,0.9889240506329113,0.00636060205302601
5153,1.2,2,F,SI2,63.1,58.0,3768,6.34,6.38,4.01,0.9937304075235109,0.006226830794911301
5156,1.2,3,I,SI2,63.4,57.0,3769,6.37,6.4,4.05,0.9953124999999999,0.006177684749113321
5174,1.2,4,I,SI2,62.0,57.0,3774,6.53,6.47,4.03,1.009273570324575,0.00610816599948951
5175,1.2,4,I,SI2,62.0,57.0,3774,6.53,6.47,4.03,1.009273570324575,0.00610816599948951
5177,1.29,3,F,I1,58.2,61.0,3774,7.11,7.15,4.15,0.9944055944055944,0.00611457070203448
5190,1.2,5,J,SI1,60.8,56.0,3775,6.61,6.57,4.01,1.0060882800608828,0.006144302316395658
5194,1.2,5,I,SI2,61.4,57.0,3777,6.57,6.63,4.05,0.9909502262443439,0.006008581331150745
5202,1.2,3,D,SI2,63.1,58.0,3780,6.39,6.33,4.01,1.0094786729857819,0.006411865423304852
5204,1.2,2,J,SI1,63.8,59.0,3780,6.34,6.27,4.02,1.0111642743221692,0.006257734716553029
5207,1.2,1,J,SI1,64.7,52.0,3780,6.35,6.3,4.09,1.007936507936508,0.006111705474468504
5215,1.2,1,D,SI2,65.8,58.0,3780,6.32,6.25,4.13,1.0112,0.006375088117203544
5216,1.5,4,D,I1,62.4,60.0,3780,7.37,7.19,4.54,1.0250347705146037,0.006235036898657397
5220,1.2,4,J,SI2,61.7,57.0,3782,6.85,6.79,4.21,1.0088365243004418,0.006128282886032094
5223,1.2,3,J,SI2,61.6,54.0,3783,6.57,6.59,4.05,0.9969650986342945,0.0061020810291918135
5229,1.2,2,I,SI2,63.6,56.0,3786,6.37,6.4,4.06,0.9953124999999999,0.006162468776824864
5235,1.2,4,F,SI2,62.1,59.0,3787,6.74,6.63,4.15,1.0165912518853695,0.006255131836879318
5238,1.2,1,G,SI2,65.3,58.0,3787,6.33,6.22,4.1,1.0176848874598072,0.006318619745835381
5244,1.23,5,G,SI2,61.6,55.0,3788,6.91,6.88,4.25,1.0043604651162792,0.006087650285773112
5248,1.2,4,J,VS1,63.0,55.0,3790,6.39,6.34,4.01,1.0078864353312302,0.006217086145779985
5252,1.24,3,J,SI2,63.1,60.0,3791,6.79,6.74,4.27,1.0074183976261126,0.006345475027940815
5257,1.2,4,J,SI1,62.4,59.0,3792,6.7,6.62,4.16,1.0120845921450152,0.006178438506977082
5258,1.2,3,J,SI2,62.7,55.0,3793,6.42,6.44,4.03,0.9968944099378881,0.006061713864731258
5260,1.2,5,H,I1,60.3,57.0,3794,6.83,6.93,4.15,0.9855699855699857,0.006058218409821013
5261,1.2,3,E,SI2,60.9,63.0,3794,6.59,6.65,4.03,0.9909774436090225,0.006341703258624766
5265,1.21,3,E,I1,63.3,63.0,3795,6.72,6.67,4.24,1.0074962518740629,0.006366846900000134
5266,1.2,2,J,VS2,63.7,56.0,3795,6.42,6.35,4.07,1.0110236220472442,0.006207747763417791
5275,1.2,5,H,SI2,60.4,56.0,3797,6.78,6.7,4.07,1.0119402985074626,0.006111946410453872
5276,1.2,5,E,I1,62.0,55.0,3797,6.7,6.66,4.14,1.006006006006006,0.006116867462314142
5284,1.2,2,F,SI2,64.1,58.0,3799,6.35,6.26,4.04,1.0143769968051117,0.006226881147021397
5289,1.2,5,I,SI2,62.4,55.0,3800,6.76,6.69,4.2,1.0104633781763825,0.006107112005697724
5301,1.2,1,I,VS1,64.9,56.0,3801,6.29,6.2,4.07,1.014516129032258,0.00636333268775958
5303,1.2,3,E,SI2,63.4,58.0,3801,6.43,6.34,4.05,1.0141955835962144,0.006117389309020285
5304,1.2,1,I,SI2,65.5,57.0,3802,6.19,6.24,4.07,0.9919871794871795,0.0064882940488756305
5315,1.2,4,G,SI2,62.5,57.0,3804,6.54,6.49,4.07,1.007704160246533,0.006425488112204444
5318,1.2,4,I,SI2,62.7,57.0,3805,6.57,6.53,4.11,1.006125574272588,0.006124961776410413
5332,1.2,3,J,SI2,63.5,59.0,3810,6.37,6.42,4.06,0.9922118380062306,0.00626372734997042
5335,1.2,3,J,SI2,63.2,59.0,3810,6.57,6.4,4.1,1.0265625,0.0062646174406949555
5354,1.2,3,E,SI2,62.2,59.0,3816,6.44,6.51,4.03,0.9892473118279571,0.0062146603340106485
5355,1.2,3,D,I1,61.5,62.0,3816,6.73,6.88,4.19,0.9781976744186047,0.006082253008364809
5358,1.2,1,D,SI2,65.4,59.0,3816,6.3,6.24,4.1,1.0096153846153846,0.006514488221805296
5400,1.2,5,J,SI1,62.9,56.0,3818,6.4,6.35,4.01,1.0078740157480317,0.006197596559781649
5401,1.2,4,I,SI2,62.6,58.0,3818,6.43,6.38,4.01,1.0078369905956113,0.006139674531841003
5402,1.2,4,I,SI2,62.6,55.0,3818,6.43,6.38,4.01,1.0078369905956113,0.006139674531841003
5403,1.2,3,I,SI2,63.1,54.0,3818,6.39,6.35,4.02,1.0062992125984251,0.006191854425456297
5406,1.2,2,E,SI2,63.7,61.0,3819,6.27,6.32,4.01,0.9920886075949366,0.006293192381934551
5407,1.2,1,H,VS2,64.8,55.0,3819,6.35,6.28,4.09,1.0111464968152866,0.006131169504641969
5409,1.2,2,H,VS2,63.9,57.0,3819,6.32,6.26,4.02,1.0095846645367412,0.0062875656899713025
5412,1.52,4,G,I1,61.7,58.0,3820,7.43,7.34,4.56,1.0122615803814714,0.006112148138912014
5417,1.2,4,J,VS1,62.7,61.0,3822,6.58,6.49,4.09,1.0138674884437595,0.006011673708474064
5418,1.2,4,H,SI2,63.0,57.0,3822,6.47,6.42,4.06,1.0077881619937694,0.006226212754172685
5419,1.2,2,H,SI2,63.9,56.0,3822,6.44,6.37,4.09,1.010989010989011,0.006258073958418687
5425,1.2,4,J,SI2,62.0,58.0,3823,6.53,6.45,4.04,1.012403100775194,0.006229477251653367
5426,1.2,4,G,SI2,63.0,60.0,3824,6.39,6.35,4.01,1.0062992125984251,0.00633021220069735
5427,1.2,5,F,I1,61.7,57.0,3824,6.7,6.67,4.13,1.0044977511244377,0.006176666644813547
5429,1.2,5,G,SI2,62.7,54.0,3825,6.63,6.57,4.14,1.009132420091324,0.005988864903484952
5442,1.2,4,H,SI2,62.2,61.0,3830,6.72,6.64,4.16,1.0120481927710843,0.006141495928770025
5447,1.2,4,H,SI2,60.9,60.0,3830,6.91,6.81,4.18,1.0146842878120412,0.00610070190710687
5451,1.2,4,F,SI2,62.6,59.0,3831,6.47,6.51,4.06,0.9938556067588326,0.0061986135666295015
5455,1.2,4,H,SI2,62.1,58.0,3832,6.5,6.52,4.04,0.9969325153374233,0.006074227054607302
5460,1.2,1,G,SI1,68.2,60.0,3833,6.02,5.94,4.08,1.0134680134680134,0.006854202020640689
5461,1.2,1,I,SI2,59.2,68.0,3833,6.91,6.84,4.07,1.010233918128655,0.006082152475632556
5462,1.2,1,G,SI1,68.9,56.0,3833,6.16,6.11,4.23,1.0081833060556464,0.006281128961074636
5463,1.23,3,H,I1,61.9,60.6,3835,6.79,6.85,4.22,0.9912408759124088,0.0062666049108886235
5465,1.2,2,I,SI1,65.2,56.0,3836,6.21,6.27,4.07,0.9904306220095694,0.00631024831843083
5470,1.2,1,F,SI2,65.2,57.0,3837,6.33,6.24,4.1,1.0144230769230769,0.006236619055946301
5475,1.2,1,E,SI2,65.3,59.0,3838,6.28,6.22,4.08,1.009646302250804,0.006400147459397465
5476,1.2,2,I,SI2,64.3,60.0,3838,6.59,6.56,4.23,1.0045731707317074,0.006124750492976793
5477,1.2,4,G,SI2,61.0,60.0,3838,6.7,6.64,4.07,1.0090361445783134,0.006185584319013558
5504,1.2,2,J,SI1,63.6,58.0,3846,6.48,6.57,4.15,0.9863013698630138,0.006282529067733813
5508,1.2,3,F,SI2,63.4,55.0,3847,6.53,6.5,4.13,1.0046153846153847,0.006160942647043304
5510,1.2,4,I,SI2,61.5,58.0,3847,6.59,6.55,4.04,1.0061068702290077,0.006078519098420285
5515,1.2,5,I,SI2,61.9,55.0,3849,6.58,6.61,4.08,0.9954614220877458,0.006086060136224961
5517,1.2,2,I,SI1,63.8,58.0,3850,6.28,6.32,4.02,0.9936708860759493,0.006267541595417253
5524,1.2,2,G,SI2,63.7,58.0,3852,6.31,6.35,4.03,0.9937007874015747,0.00625479734441122
5526,1.2,2,G,SI2,63.4,57.0,3852,6.32,6.37,4.02,0.9921507064364208,0.006240779094413275
5535,1.2,4,H,SI2,59.3,59.0,3854,6.8,6.76,4.02,1.0059171597633136,0.006006774342696543
5545,1.2,4,J,SI1,63.0,58.0,3856,6.44,6.39,4.04,1.0078247261345854,0.006135247415039816
5546,1.2,5,J,SI1,62.8,54.0,3856,6.46,6.43,4.05,1.0046656298600312,0.006063196699195718
5549,1.2,2,I,SI2,63.6,56.0,3856,6.4,6.37,4.06,1.0047095761381477,0.006162468776824864
5555,1.2,3,F,SI2,63.5,55.0,3858,6.37,6.32,4.03,1.0079113924050633,0.006163656722978985
5569,1.2,4,I,SI2,62.1,59.0,3861,6.46,6.52,4.03,0.99079754601227,0.006127004219667807
5570,1.2,1,E,SI2,64.9,60.0,3861,6.43,6.39,4.16,1.0062597809076683,0.006318566982707346
5571,1.2,4,G,SI2,62.2,59.0,3861,6.57,6.49,4.06,1.012326656394453,0.006007547860025383
5572,1.2,4,J,SI2,60.4,59.0,3861,6.8,6.74,4.09,1.0089020771513353,0.006081528328612502
5575,1.21,1,H,SI1,69.6,55.0,3862,6.49,6.42,4.49,1.0109034267912773,0.0064678405444463525
5576,1.21,1,H,SI2,65.6,56.0,3862,6.69,6.59,4.36,1.015174506828528,0.00629487845151567
5582,1.2,5,E,SI2,60.9,57.0,3864,6.66,6.6,4.04,1.0090909090909093,0.006306937000006308
5584,1.2,3,E,SI2,60.9,63.0,3864,6.65,6.59,4.03,1.0091047040971168,0.006341703258624766
5585,1.2,1,F,SI2,65.5,54.0,3864,6.2,6.16,4.05,1.0064935064935066,0.0064650602285010895
5587,1.2,5,H,I1,60.3,57.0,3864,6.93,6.83,4.15,1.0146412884333822,0.006058218409821013
5589,1.5,2,F,I1,63.7,59.0,3864,7.29,7.18,4.62,1.0153203342618384,0.006202936152384208
5590,1.2,2,D,SI2,57.4,59.0,3866,7.02,6.95,4.01,1.0100719424460431,0.005980253203920653
